primary_key,name,indication,symptoms
DB00920,Ketotifen,Indicated as an add-on or prophylactic oral medication in the chronic treatment of mild atopic asthmatic children. Also used as self-medication for the temporary relief of itching of the eye due to allergic conjunctivitis (ophthalmic).,['Ketotifen']
DB00921,Buprenorphine,"For the treatment of moderate to severe pain, peri-operative analgesia, and opioid dependence.","['(-)-buprenorphine', '17-cyclopropylmethyl-4,5a-epoxy-7a-((S)-1-hydroxy-1,2,2-trimethylpropyl)-6-methoxy-6,14-endo-ethanomorphinan-3-ol', '2-(N-cyclopropylmethyl-4,5a-epoxy-3-hydroxy-6-methoxy-6,14-endo-ethanomorphinan-6a-yl)-3,3-dimethyl-2-butanol', '2-[3-cyclopropylmethyl-11-hydroxy-15-methoxy-(14R)-13-oxa-3-azahexacyclo[13.2.2.12,8.01,6.06,14.07,12]icosa-7,9,11-trien-16-yl]-3,3-dimethyl-2-butanol', '21-cyclopropyl-7a-[(S)-1-hydroxy-1,2,2-trimethylpropyl]-6,14-endo-ethano-6,7,8,14-tetrahydrooripavine', 'Buprenophine', 'Buprenorphine']"
DB00922,Levosimendan,For short term treatment of acutely decompensated severe chronic heart failure (CHF). Also being investigated for use/treatment in heart disease.,['Levosimendan']
DB00923,Ceforanide,For the treatment of infections caused by susceptible organisms.,"['(6R,7R)-7-[[2-[2-(aminomethyl)phenyl]acetyl]amino]-3-[[1-(carboxymethyl)tetrazol-5-yl]sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid', '7-[O-(aminomethyl)phenylacetamido]-3-[[[1-(carboxymethyl)-1H-tetrazol-5-yl]thio]methyl]-3-cephem-4-carboxylic acid', '7ß-[2-(aminomethyl)phenyl]acetamido-3-{[1-(carboxymethyl)-1H-tetrazol-5-yl]sulfanyl}methyl-3,4-didehydrocepham-4-carboxylic acid', 'Ceforanide']"
DB00924,Cyclobenzaprine,"For use as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions.","['(3-Dibenzo[a,d]cyclohepten-5-ylidene-propyl)-dimethyl-amine', 'Cyclobenzaprine', 'N,N-dimethyl-5H-dibenzo(a,d)cycloheptene-<U+0394>5,<U+03B3>-propylamine']"
DB00925,Phenoxybenzamine,"For the treatment of phaeochromocytoma (malignant), benign prostatic hypertrophy and malignant essential hypertension.","['Fenossibenzamina', 'Phenoxybenzamine', 'POB']"
DB00926,Etretinate,For the treatment of severe psoriasis in adults.,['Etretinate']
DB00927,Famotidine,For the treatment of peptic ulcer disease (PUD) and gastroesophageal reflux disease (GERD).,"['(1-Amino-3-(((2-((diaminomethylene)amino)-4-thiazolyl)methyl)thio)propylidene)sulfamide', '3-(((2-((Aminoiminomethyl)amino)-4-thiazolyl)methyl)thio)-N-(aminosulfonyl)propanimidamide', '3-(((2-((Diaminomethylene)amino)-4-thiazolyl)methyl)thio)-N(sup 2)-sulfamoylpropionamidine', 'Famotidine', 'N-Sulfamoyl-3-((2-guanidinothiazol-4-yl)methylthio)propionamide']"
DB00928,Azacitidine,"For treatment of patients with the following French-American-British myelodysplastic syndrome subtypes: refractory anemia or refractory anemia with ringed sideroblasts (if accompanied by neutropenia or thrombocytopenia or requiring transfusions), refractory anemia with excess blasts, refractory anemia with excess blasts in transformation (now classified as acute myelogenous leukemia with multilineage dysplasia), and chronic myelomonocytic leukemia.","['4-amino-1-beta-D-ribofuranosyl-s-triazin-2(1H)-one', '5-azacytidine', 'Azacitidine', 'Azacytidine']"
DB00929,Misoprostol,"Indicated for the treatment of ulceration (duodenal, gastric and NSAID induced) and prophylaxis for NSAID induced ulceration.
Misoprostol is also indicated for other uses that are not approved in Canada, including the medical termination of an intrauterine pregnancy used alone or in combination with methotrexate,as well as the induction of labour in a selected population of pregnant women with unfavourable cervices. This indication is avoided in women with prior uterine surgery or cesarean surgery due to an increased risk of possible uterine rupture. Misoprostol is also used for the prevention or treatment of serious postpartum hemorrhage.",['Misoprostol']
DB00930,Colesevelam,"For use, alone or in combination with an HMG-CoA reductase inhibitor, as adjunctive therapy to diet and exercise for the reduction of elevated LDL cholesterol in patients with primary hypercholesterolemia (Fredrickson Type IIa).",['Colesevelam']
DB00931,Metacycline,For the treatment of acute bacterial exacerbations of chronic bronchitis,"['6-Demethyl-6-deoxy-5-hydroxy-6-methylenetetracycline', '6-Deoxy-6-demethyl-6-methylene-5-oxytetracycline', '6-Methylene-5-hydroxytetracycline', '6-Methylene-5-oxytetracycline', '6-Methyleneoxytetracycline', 'Metacycline', 'Methacycline', 'Methylenecycline', 'Tri-methacycline']"
DB00932,Tipranavir,"For combination antiretroviral treatment of HIV-1 infected adult patients with evidence of viral replication, who are highly treatment-experienced or have HIV-1 strains resistant to multiple protease inhibitors.",['Tipranavir']
DB00933,Mesoridazine,"Used in the treatment of schizophrenia, organic brain disorders, alcoholism and psychoneuroses.","['10-(2-(1-Methyl-2-piperidyl)ethyl)-2-methylsulfinyl phenothiazine', '10-(2(1-Methyl-2-piperidyl)ethyl)-2-(methylsulfinyl)phenothiazine', '2-Methanesulfinyl-10-[2-(1-methyl-piperidin-2-yl)-ethyl]-10H-phenothiazine', 'Mesoridazine', 'Thioridazine 2-sulfoxide', 'Thioridazine thiomethyl sulfoxide', 'Thioridazine-2-sulfoxide']"
DB00934,Maprotiline,"For treatment of depression, including the depressed phase of bipolar depression, psychotic depression, and involutional melancholia, and may also be helpful in treating certain patients suffering severe depressive neurosis.",['Maprotiline']
DB00935,Oxymetazoline,For treatment of nasal congestion and redness associated with minor irritations of the eye,"['2-(4-tert-butyl-2,6-dimethyl-3-hydroxybenzyl)-2-imidazoline', '3-[(4,5-dihydro-1H-imidazol-2-yl)methyl]-6-(1,1-dimethylethyl)-2,4-dimethylphenol', '6-t-butyl-3-(2-imidazolin-2-ylmethyl)-2,4-dimethylphenol', '6-tert-butyl-3-(2-imidazolin-2-ylmethyl)-2,4-dimethylphenol', 'Oximetazolinum', 'Oxymetazoline', 'Oxymethazoline', 'Oxymetozoline']"
DB00936,Salicylic acid,"Key additive in many skin-care products for the treatment of acne, psoriasis, callouses, corns, keratosis pilaris and warts.","['2-Carboxyphenol', '2-Hydroxybenzoic acid', 'O-carboxyphenol', 'O-hydroxybenzoic acid']"
DB00937,Diethylpropion,Used in the management of exogenous obesity as a short-term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction.,"['(±)-diethylpropion', '1-phenyl-2-diethylamino-1-propanone', '2-(diethylamino)-1-phenyl-1-propanone', '2-(diethylamino)propiophenone', 'alpha-Benzoyltriethylamine', 'alpha-Diethylaminopropiophenone', 'Amfepramone', 'Diethylcathinone']"
DB00938,Salmeterol,For the treatment of asthma and chronic obstructive pulmonary disease (COPD).,"['Salmaterol', 'Salmeterol']"
DB00939,Meclofenamic acid,"For the relief of mild to moderate pain, for the treatment of primary dysmenorrhea and for the treatment of idiopathic heavy menstrual blood loss. Also for relief of the signs and symptoms of acute and chronic rheumatoid arthritis and osteoarthritis.","['Meclofenamate', 'Meclofenamic acid', 'N-(2,6-dichloro-3-methylphenyl)anthranilic acid', 'N-(2,6-dichloro-m-tolyl)anthranilic acid', 'N-(3-methyl-2,6-dichlorophenyl)anthranilic acid']"
DB00940,Methantheline,"For the treatment of peptic ulcer disease, irritable bowel syndrome, pancreatitis, gastritis, biliary dyskinesia, pylorosplasm, and reflex neurogenic bladder in children.","['Methantheline', 'Methantheline cation', 'Methantheline ion', 'Methanthelinium', 'Methanthelinum']"
DB00941,Hexafluronium,Used as an adjunct with succinylcholine (or suxamethonium chloride) to prolong muscle relaxation and to prevent succinylcholine-induced muscle fasciculations.,"['Hexafluorenium', 'Hexafluorenium cation', 'Hexafluorenium ion', 'Hexamethylenebis(fluoren-9-yldimethylammonium)']"
DB00942,Cycrimine,For treatment and management of Parkinson's disease.,"['(±)-cycrimine', 'alpha-cyclopentyl-alpha-phenyl-1-piperidinepropanol']"
DB00943,Zalcitabine,For the treatment of Human immunovirus (HIV) infections in conjunction with other antivirals.,"[""2',3'-Dideoxycytidine"", '4-amino-1-[(2R,5S)-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidin-2(1H)-one', 'DDC', 'DDCYD', 'Dideoxycytidine', 'Zalcitabine']"
DB00944,Demecarium,For the topical treatment of chronic open-angle glaucoma.,"['Demecarium', 'Demecarium cation', 'Demecarium ion']"
DB00945,Acetylsalicylic acid,"**Pain, fever, and inflammation**

Acetylsalicylic acid (ASA), in the regular tablet form (immediate-release), is indicated to relieve pain, fever, and inflammation associated with many conditions, including the flu, the common cold, neck and back pain, dysmenorrhea, headache, tooth pain, sprains, fractures, myositis, neuralgia, synovitis, arthritis, bursitis, burns, and various injuries. It is also used for symptomatic pain relief after surgical and dental procedures [FDA label]. 

The _extra strength_ formulation of acetylsalicylic acid is also indicated for the management migraine pain with photophobia (sensitivity to light) and phonophobia (sensitivity to sound)[FDA label].

**Other indications**

ASA is also indicated for various other purposes, due to its ability to inhibit platelet aggregation. These include: 

Reducing the risk of cardiovascular death in suspected cases of myocardial infarction (MI) [FDA label]. 

Reducing the risk of a first non-fatal myocardial infarction in patients, and for reducing the risk of morbidity and mortality in cases of unstable angina and in those who have had a prior myocardial infarction [FDA label].

For reducing the risk of transient ischemic attacks (TIA) and to prevent atherothrombotic cerebral infarction (in conjunction with other treatments) [FDA label].

For the prevention of thromboembolism after hip replacement surgery [FDA label]. 

For decreasing platelet to platelet adhesion following carotid endarterectomy, aiding in the prevention of transient ischemic attacks (TIA) [FDA label].

Used for patients undergoing hemodialysis with a silicone rubber arteriovenous cannula inserted to prevent thrombosis at the insertion site [FDA Label]. 

**Important note regarding use of the extended-release formulation [F4405]**

In the setting of acute myocardial infarction, or before percutaneous interventions, the extended-release form of acetylsalicylic acid should not be used. Use immediate-release formulations in scenarios requiring rapid onset of action [Label, F4405]. The extended-release form is taken to decrease the incidence of mortality and myocardial infarction (MI) for individuals diagnosed with chronic coronary artery disease (CAD), including patients with previous myocardial infarction (MI) or unstable angina or with chronic stable angina. Additionally, the extended-release form is used to decrease the risk of death and recurrent episodes of stroke in patients with a history of stroke or TIA [F4405].


","['2-Acetoxybenzenecarboxylic acid', '2-Acetoxybenzoic acid', 'Acetylsalicylate', 'ASA', 'Aspirin', 'o-acetoxybenzoic acid', 'O-acetylsalicylic acid', 'o-carboxyphenyl acetate', 'salicylic acid acetate']"
DB00946,Phenprocoumon,"Used for the prevention and treatment of thromboembolic disease including venous thrombosis, thromboembolism, and pulmonary embolism as well as for the prevention of ischemic stroke in patients with atrial fibrillation (AF).","['3-(1-Phenylpropyl)-4-hydroxycoumarin', ""3-(1'-Phenyl-propyl)-4-oxycoumarin"", '3-(alpha-Ethylbenzyl)-4-hydroxycoumarin', '3-(alpha-Phenylpropyl)-4-hydroxycoumarin', '4-Hydroxy-3-(1-phenylpropyl)-2H-1-benzopyran-2-one', '4-hydroxy-3-(1-phenylpropyl)-2H-chromen-2-one', 'Fenprocumone', 'Phenprocoumarol', 'Phenprocoumarole', 'Phenprocoumon', 'Phenprocumone']"
DB00947,Fulvestrant,For the treatment of hormone receptor positive metastatic breast cancer in postmenopausal women with disease progression following anti-estrogen therapy.,"['(7a,17ß)-7-{9-[(4,4,5,5,5-pentafluoropentyl)sulfinyl]nonyl}estra-1(10),2,4-triene-3,17-diol']"
DB00948,Mezlocillin,"Used to treat serious gram&ndash;negative infections of the lungs, urinary tract, and skin.","['(2S,5R,6R)-3,3-dimethyl-6-{[(2R)-2-({[3-(methylsulfonyl)-2-oxoimidazolidin-1-yl]carbonyl}amino)-2-phenylacetyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid', '6ß-{(2R)-2-[3-(methanesulfonyl)-2-oxoimidazolidine-1-carboxamido]-2-phenylacetamido}penicillanic acid', 'Mezlocillin']"
DB00949,Felbamate,For use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use.,"['2-phenyl-1,3-propanediol dicarbamate', 'carbamic acid 2-phenyltrimethylene ester', 'Carbamic acid 3-carbamoyloxy-2-phenyl-propyl ester', 'Felbamate']"
DB00950,Fexofenadine,For management of Seasonal allergic rhinitis,"['4-(1-Hydroxy-4-(4-(hydroxydiphenylmethyl)-1-piperidinyl)butyl)-alpha,alpha-dimethylbenzeneacetic acid', 'Carboxyterfenadine', 'Fexofenadine', 'Terfenadine acid metabolite', 'Terfenadine carboxylate', 'Terfenadine-COOH']"
DB00951,Isoniazid,For the treatment of all forms of tuberculosis in which organisms are susceptible.,"['4-pyridinecarbohydrazide', 'INH', 'Isoniazid', 'Isonicotinic acid hydrazide', 'Isonicotinic hydrazide', 'Isonicotinohydrazide', 'Isonicotinoylhydrazide', 'Isonicotinylhydrazine', 'Pyridine-4-carboxylic acid hydrazide']"
DB00952,Naratriptan,For the acute treatment of migraine attacks with or without aura in adults.,"['N-methyl-2-(3-(1-methylpiperiden-4-yl)indole-5-yl)ethanesulfonamide', 'N-methyl-2-[3-(1-methyl-4-piperidyl)-1H-indol-5-yl]-ethanesulfonamide']"
DB00953,Rizatriptan,For treatment of acute migraine attacks with or without aura.,"['N,N-Dimethyl-2-[5-(1,2,4-triazol-1-ylmethyl)-1H-indol-3-yl]-ethanamine', 'N,N-Dimethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-1H-indole-3-ethanamine', 'Risatriptan']"
DB00954,Dirithromycin,"For the treatment of the following mild-to-moderate infections caused by susceptible strains of microorganisms: acute bacterial exacerbations of chronic bronchitis, secondary bacterial infection of acute bronchitis, community-acquired pneumonia, pharyngitis/tonsilitis, and uncomplicated skin and skin structure infections.","['(9S)-9-deoxo-11-deoxy-9,11-(imino((1R)-2-(2-methoxyethoxy)ethylidene)oxy)erythromycin', 'Dirithromycin']"
DB00955,Netilmicin,"For the treatment of bacteremia, septicaemia, respiratory tract infections, skin and soft-tissue infection, burns, wounds, and peri-operative infections caused by susceptible strains.","['1-N-Ethylsisomicin', 'Netilmycin']"
DB00956,Hydrocodone,"For relief of moderate to moderately severe pain. Also used for the symptomatic relief of nonproductive cough, alone or in combination with other antitussives or expectorants.","['(-)-Dihydrocodeinone', '4,5-alpha-Epoxy-3-methoxy-17-methylmorphinan-6-one', 'Dihydrocodeinone', 'Hydrocodon', 'Hydrocodone', 'Hydrocone', 'Hydroconum', 'Idrocodone']"
DB00957,Norgestimate,For the prevention of pregnancy,"['(+)-13-Ethyl-17-hydroxy-18,19-dinor-17a-pregn-4-en-20-yn-3-one oxime acetate (ester)', '(17a)-17-(Acetyloxy)-13-ethyl-18,19-dinorpregn-4-en-20-yn-3-one 3-oxime', 'd-13ß-Ethyl-17a-ethynyl-17ß-acetoxygon-4-en-3-one oxime', 'Dexnorgestrel Acetime', 'Norgestimate']"
DB00958,Carboplatin,"For the initial treatment of advanced ovarian carcinoma in established combination with other approved chemotherapeutic agents. One established combination regimen consists of PARAPLATIN and cyclophosphamide. It is also indicated for the palliative treatment of patients with ovarian carcinoma recurrent after prior chemotherapy, including patients who have been previously treated with cisplatin.","['Carboplatin', 'CBDCA', 'cis-(1,1-cyclobutanedicarboxylato)diammineplatinum(II)', 'cis-diammine(1,1-cyclobutanedicarboxylato)platinum', 'cis-diammine(1,1-cyclobutanedicarboxylato)platinum(II)']"
DB00959,Methylprednisolone,Adjunctive therapy for short-term administration in rheumatoid arthritis.,"['(6a,11ß)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione', '1-dehydro-6a-methylhydrocortisone', '6a-methyl-11ß,17a,21-triol-1,4-pregnadiene-3,20-dione', 'delta(1)-6alpha-Methylhydrocortisone', 'Methylprednisolone']"
DB00960,Pindolol,"For the management of hypertension, edema, ventricular tachycardias, and atrial fibrillation.","['1-(1H-indol-4-yloxy)-3-(isopropylamino)propan-2-ol', '1-(1H-indol-4-yloxy)-3-(propan-2-ylamino)-propan-2-ol', '1-(1H-indol-4-yloxy)-3-[(1-methylethyl)amino]propan-2-ol', '4-(2-hydroxy-3-isopropylaminopropoxy)-indole', 'Pindolol']"
