"primary_key","category_Categories","mesh-id_Categories"
"DB12456","Antibodies, Monoclonal","D000911"
"DB12456","Blood Proteins","D001798"
"DB12456","Globulins","D005916"
"DB12456","Immunoglobulins","D007136"
"DB12456","Immunoproteins","D007162"
"DB12456","Proteins","D011506"
"DB12456","Serum Globulins","D012712"
"DB12458","Biological Factors","D001685"
"DB12458","GABA Agents","D018682"
"DB12458","GABA Agonists","D018755"
"DB12458","GABA-A Receptor Agonists","D058785"
"DB12458","Mycotoxins","D009183"
"DB12458","Neurotransmitter Agents","D018377"
"DB12458","Oxazoles","D010080"
"DB12458","Toxins, Biological","D014118"
"DB12459","Alkaloids","D000470"
"DB12459","Antineoplastic Agents","D000970"
"DB12459","Enzyme Inhibitors","D004791"
"DB12459","Topoisomerase I Inhibitors","D059004"
"DB12459","Topoisomerase Inhibitors","D059003"
"DB12460","Amino Acids, Peptides, and Proteins","D000602"
"DB12460","Proteins","D011506"
"DB12460","Recombinant Proteins","D011994"
"DB12461","Androgens","D000728"
"DB12461","Imidazoles","D007093"
"DB12461","Imidazolidines","D048289"
"DB12463","Amino Acids","D000596"
"DB12463","Amino Acids, Peptides, and Proteins","D000602"
"DB12463","Amyloid Precursor Protein Secretases, antagonists & inhibitors",NA
"DB12465","Antidepressive Agents","D000928"
"DB12465","Antihypertensive Agents","D000959"
"DB12465","Antiplatelet agents","D010975"
"DB12465","Cardiovascular Agents","D002317"
"DB12465","Central Nervous System Depressants","D002492"
"DB12465","Hematologic Agents","D006401"
"DB12465","Neurotransmitter Agents","D018377"
"DB12465","Piperidines","D010880"
"DB12465","Quinazolines","D011799"
"DB12465","Quinazolinones","D052999"
"DB12465","Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome","D020230"
"DB12465","Serotonin Agents","D018490"
"DB12465","Serotonin Receptor Antagonists","D012702"
"DB12467","DNA Topoisomerases, Type I","D004264"
"DB12467","DNA Topoisomerases, Type II","D004250"
"DB12467","Naphthalenes","D009281"
"DB12467","Quinones","D011809"
"DB12467","Topoisomerase Inhibitors","D059003"
"DB12470","Carbohydrates","D002241"
"DB12470","Cytidine","D003562"
"DB12470","Deoxycytidine","D003841"
"DB12470","Deoxyribonucleosides","D003853"
"DB12470","Dideoxynucleosides","D015224"
"DB12470","Glycosides","D006027"
"DB12470","HIV Reverse Transcriptase","D054303"
"DB12470","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB12470","Nucleosides","D009705"
"DB12470","Pyrimidine Nucleosides","D011741"
"DB12470","Pyrimidines","D011743"
"DB12470","Ribonucleosides","D012263"
"DB12471","Carbohydrates","D002241"
"DB12471","Terpenes","D013729"
"DB12472","Alcohols","D000438"
"DB12472","Antitussive Agents","D000996"
"DB12472","Central Nervous System Agents","D002491"
"DB12472","Cough and Cold Preparations",NA
"DB12472","Glycols","D006018"
"DB12472","Respiratory System Agents","D019141"
"DB12473","Acids","D000143"
"DB12473","Acids, Noncarboxylic","D000148"
"DB12473","Alkanes","D000473"
"DB12473","Alkanesulfonic Acids","D017738"
"DB12473","Anti-Infective Agents","D000890"
"DB12473","Anti-Infective Agents, Local","D000891"
"DB12473","Antineoplastic Agents","D000970"
"DB12473","Blood and Blood Forming Organs",NA
"DB12473","Blood Substitutes and Perfusion Solutions",NA
"DB12473","Hydrocarbons, Acyclic","D006839"
"DB12473","Irrigating Solutions",NA
"DB12473","Sulfonic Acids","D013451"
"DB12473","Sulfur Acids","D013456"
"DB12473","Sulfur Compounds","D013457"
"DB12473","Thiazines","D013843"
"DB12474","Adrenal Cortex Hormones","D000305"
"DB12474","Combination Contraceptives (with Estrogen and derivatives)",NA
"DB12474","Contraceptive Agents, Female","D003271"
"DB12474","Contraceptives, Oral","D003276"
"DB12474","Contraceptives, Oral, Synthetic","D003280"
"DB12474","Cytochrome P-450 CYP2C19 Substrates",NA
"DB12474","Cytochrome P-450 CYP2C9 Substrates",NA
"DB12474","Cytochrome P-450 CYP3A Substrates",NA
"DB12474","Cytochrome P-450 CYP3A4 Substrates",NA
"DB12474","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB12474","Estren Derivatives",NA
"DB12474","Genito Urinary System and Sex Hormones",NA
"DB12474","Hormonal Contraceptives for Systemic Use","D003270"
"DB12474","Norpregnanes","D009650"
"DB12474","Norpregnenes","D009652"
"DB12474","Norsteroids","D009654"
"DB12474","Progestin Contraceptives",NA
"DB12474","Progestins","D011372"
"DB12474","Progestogens and Estrogens, Sequential Preparations",NA
"DB12474","Reproductive Control Agents","D012102"
"DB12474","Sex Hormones and Modulators of the Genital System",NA
"DB12474","Steroids","D013256"
"DB12478","Anti-Dyskinesia Agents","D018726"
"DB12478","Anti-Parkinson Agents (Dopamine Agonist)",NA
"DB12478","Anti-Parkinson Drugs","D000978"
"DB12478","Central Nervous System Agents","D002491"
"DB12478","Dopamine Agents","D015259"
"DB12478","Dopamine Agonists","D018491"
"DB12478","Nervous System","D009420"
"DB12478","Neurotransmitter Agents","D018377"
"DB12478","Nonergot-derivative Dopamine Receptor Agonists",NA
"DB12478","Piperazines","D010879"
"DB12479","Quinolines","D011804"
"DB12479","Quinolones","D015363"
"DB12480","Agents that produce hypertension",NA
"DB12480","Analgesics","D000700"
"DB12480","Analgesics, Non-Narcotic","D018712"
"DB12480","Anti-HIV Agents","D019380"
"DB12480","Anti-Infective Agents","D000890"
"DB12480","Anti-Inflammatory Agents","D000893"
"DB12480","Anti-Inflammatory Agents, Non-Steroidal","D000894"
"DB12480","Anti-Retroviral Agents","D044966"
"DB12480","Antimalarials","D000962"
"DB12480","Antineoplastic Agents","D000970"
"DB12480","Antineoplastic Agents, Phytogenic","D000972"
"DB12480","Antiparasitic Agents","D000977"
"DB12480","Antiprotozoals","D000981"
"DB12480","Antirheumatic Agents","D018501"
"DB12480","Antiviral Agents","D000998"
"DB12480","Central Nervous System Agents","D002491"
"DB12480","Hormone Antagonists","D006727"
"DB12480","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB12480","Non COX-2 selective NSAIDS",NA
"DB12480","Peripheral Nervous System Agents","D018373"
"DB12480","Prostaglandin Antagonists","D011448"
"DB12480","Sensory System Agents","D018689"
"DB12480","Terpenes","D013729"
"DB12481","Elements","D004602"
"DB12481","Metals","D008670"
"DB12481","Metals, Alkaline Earth","D008673"
"DB12481","Metals, Heavy","D019216"
"DB12482","Acids, Carbocyclic","D000146"
"DB12482","Amides","D000577"
"DB12482","Benzene Derivatives","D001555"
"DB12482","Benzoates","D001565"
"DB12482","Sulfur Compounds","D013457"
"DB12483","Antineoplastic Agents","D000970"
"DB12483","Antineoplastic and Immunomodulating Agents",NA
"DB12483","BCRP/ABCG2 Substrates",NA
"DB12483","Cytochrome P-450 CYP3A Substrates",NA
"DB12483","Cytochrome P-450 CYP3A4 Substrates",NA
"DB12483","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB12483","Cytochrome P-450 CYP3A5 Substrates",NA
"DB12483","Cytochrome P-450 CYP3A7 Substrates",NA
"DB12483","Kinase Inhibitor",NA
"DB12483","Kinase Inhibitors",NA
"DB12483","MATE 2 Inhibitors",NA
"DB12483","MATE inhibitors",NA
"DB12483","P-glycoprotein/ABCB1 Substrates",NA
"DB12484","Antimetabolites","D000963"
"DB12484","Carbohydrates","D002241"
"DB12484","Glycosides","D006027"
"DB12484","Noxae","D009676"
"DB12484","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB12484","Nucleosides","D009705"
"DB12484","Pyrimidine Nucleosides","D011741"
"DB12484","Pyrimidines","D011743"
"DB12484","Ribonucleosides","D012263"
"DB12484","Toxic Actions","D004786"
"DB12484","Uridine","D014529"
"DB12485","Imidazoles","D007093"
"DB12485","Nitro Compounds","D009574"
"DB12485","Radiation-Sensitizing Agents","D011838"
"DB12486","Amino Acids, Peptides, and Proteins","D000602"
"DB12486","Azepines","D001381"
"DB12486","Oligopeptides","D009842"
"DB12486","Peptides","D010455"
"DB12486","Sulfur Compounds","D013457"
"DB12486","Thiepins","D013846"
"DB12487","Estradiol Congeners","D045166"
"DB12487","Estranes","D004962"
"DB12487","Estrenes","D004963"
"DB12487","Estrogens","D004967"
"DB12487","Genito Urinary System and Sex Hormones",NA
"DB12487","Gonadal Hormones","D042341"
"DB12487","Gonadal Steroid Hormones","D012739"
"DB12487","Hormones","D006728"
"DB12487","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB12487","Natural and Semisynthetic Estrogens, Plain",NA
"DB12487","Sex Hormones and Modulators of the Genital System",NA
"DB12487","Steroids","D013256"
"DB12489","Amides","D000577"
"DB12489","Amino Acids, Peptides, and Proteins","D000602"
"DB12489","Anti-Bacterial Agents","D000900"
"DB12489","Antibodies","D000906"
"DB12489","Antibodies, Monoclonal","D000911"
"DB12489","Blood Proteins","D001798"
"DB12489","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB12489","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB12489","Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)",NA
"DB12489","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB12489","Globulins","D005916"
"DB12489","Immunoglobulins","D007136"
"DB12489","Immunoproteins","D007162"
"DB12489","Lactams","D007769"
"DB12489","Lactams, Macrocyclic","D047029"
"DB12489","Lactones","D007783"
"DB12489","Macrolides","D018942"
"DB12489","Polyketides","D061065"
"DB12489","Proteins","D011506"
"DB12489","Serum Globulins","D012712"
"DB12490","Amino Acids, Peptides, and Proteins","D000602"
"DB12490","Peptides","D010455"
"DB12490","Ribonucleoprotein, U1 Small Nuclear","D017412"
"DB12491","Sulfur Compounds","D013457"
"DB12492","Analgesics","D000700"
"DB12492","Central Nervous System Agents","D002491"
"DB12492","Central Nervous System Depressants","D002492"
"DB12492","Diphenylpropylamine Derivatives",NA
"DB12492","Isonipecotic Acids","D007540"
"DB12492","Narcotics","D009294"
"DB12492","Nervous System","D009420"
"DB12492","Opioids","D000701"
"DB12492","Peripheral Nervous System Agents","D018373"
"DB12492","Piperidines","D010880"
"DB12492","Sensory System Agents","D018689"
"DB12492","Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome","D020230"
"DB12493","Acids, Acyclic","D000144"
"DB12493","Amino Acids","D000596"
"DB12493","Amino Acids, Peptides, and Proteins","D000602"
"DB12493","Aminobutyrates","D000613"
"DB12493","Butyrates","D002087"
"DB12493","Fatty Acids","D005227"
"DB12493","Fatty Acids, Volatile","D005232"
"DB12493","Ligands","D008024"
"DB12493","Lipids","D008055"
"DB12495","Amino Acids, Peptides, and Proteins","D000602"
"DB12495","Hormones","D006728"
"DB12495","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB12495","Nerve Tissue Proteins","D009419"
"DB12495","Neuropeptides","D009479"
"DB12495","Oligopeptides","D009842"
"DB12495","Peptide Hormones","D036361"
"DB12495","Peptides","D010455"
"DB12495","Pituitary Hormones","D010907"
"DB12495","Pituitary Hormones, Posterior","D010909"
"DB12495","Proteins","D011506"
"DB12495","Receptors, Vasopressin, agonists",NA
"DB12495","Vasopressin and Analogues",NA
"DB12495","Vasopressins","D014667"
"DB12497","Sulfur Compounds","D013457"
"DB12498","Amino Acids, Peptides, and Proteins","D000602"
"DB12498","Antibodies","D000906"
"DB12498","Antibodies, Monoclonal","D000911"
"DB12498","Antineoplastic Agents","D000970"
"DB12498","Antineoplastic and Immunomodulating Agents",NA
"DB12498","Blood Proteins","D001798"
"DB12498","Globulins","D005916"
"DB12498","Immunoglobulins","D007136"
"DB12498","Immunoproteins","D007162"
"DB12498","Proteins","D011506"
"DB12498","Serum Globulins","D012712"
"DB12499","17-Hydroxycorticosteroids","D015065"
"DB12499","Acids, Acyclic","D000144"
"DB12499","Adrenal Cortex Hormones","D000305"
"DB12499","Fatty Acids","D005227"
"DB12499","Fatty Acids, Volatile","D005232"
"DB12499","Hormones","D006728"
"DB12499","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB12499","Hydroxycorticosteroids","D006889"
"DB12499","Lipids","D008055"
"DB12499","Pregnanes","D011278"
"DB12499","Pregnenediones","D011282"
"DB12499","Pregnenes","D011283"
"DB12499","Steroids","D013256"
"DB12500","Amides","D000577"
"DB12500","Sulfones","D013450"
"DB12500","Sulfur Compounds","D013457"
"DB12501","11-beta-Hydroxysteroid Dehydrogenase Type 1, antagonists & inhibitors",NA
"DB12501","Cycloparaffins","D003516"
"DB12505","Amides","D000577"
"DB12505","Sulfones","D013450"
"DB12505","Sulfur Compounds","D013457"
"DB12507","Azetines","D001385"
"DB12510","Chalcogens","D018011"
"DB12510","Compounds used in a research, industrial, or household setting","D020313"
"DB12510","Elements","D004602"
"DB12510","Gases","D005740"
"DB12510","Noxae","D009676"
"DB12510","Oxidants","D016877"
"DB12510","Oxidants, Photochemical","D010083"
"DB12510","Oxygen","D010100"
"DB12510","Toxic Actions","D004786"
"DB12511","Acids, Acyclic","D000144"
"DB12511","Fatty Acids","D005227"
"DB12511","Fatty Acids, Volatile","D005232"
"DB12511","Lipids","D008055"
"DB12512","Aza Compounds","D001372"
"DB12512","Oxazoles","D010080"
"DB12512","Receptors, Corticotropin-Releasing Hormone, antagonists & inhibitors",NA
"DB12513","Terpenes","D013729"
"DB12514","Amino Acids","D000596"
"DB12514","Amino Acids, Acidic","D024342"
"DB12514","Amino Acids, Dicarboxylic","D000600"
"DB12514","Amino Acids, Peptides, and Proteins","D000602"
"DB12515","Alkaloids","D000470"
"DB12515","Antineoplastic Agents","D000970"
"DB12515","Cytochrome P-450 CYP3A Substrates",NA
"DB12515","Cytochrome P-450 CYP3A4 Substrates",NA
"DB12515","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB12517","Receptor, Melanocortin, Type 4, agonists",NA
"DB12518","Acids, Carbocyclic","D000146"
"DB12518","Amides","D000577"
"DB12518","Antipsychotic Agents","D014150"
"DB12518","Benzamides and benzamide derivatives","D001549"
"DB12518","Benzene Derivatives","D001555"
"DB12518","Benzoates","D001565"
"DB12518","Central Nervous System Agents","D002491"
"DB12518","Central Nervous System Depressants","D002492"
"DB12518","Chlorobenzoates","D002723"
"DB12518","Dopamine Agents","D015259"
"DB12518","Dopamine Antagonists","D018492"
"DB12518","Dopamine D2 Receptor Antagonists","D065127"
"DB12518","Neurotoxic agents",NA
"DB12518","Neurotransmitter Agents","D018377"
"DB12518","Psychotropic Drugs","D011619"
"DB12518","Tranquilizing Agents","D014149"
"DB12519","Amino Acids","D000596"
"DB12519","Amino Acids, Peptides, and Proteins","D000602"
"DB12519","Glycine","D005998"
"DB12519","N-substituted Glycines","D034442"
"DB12519","Peptides","D010455"
"DB12519","Peptoids","D034444"
"DB12520","Amino Acids, Peptides, and Proteins","D000602"
"DB12520","Antibodies","D000906"
"DB12520","Blood Proteins","D001798"
"DB12520","Globulins","D005916"
"DB12520","Immunoglobulins","D007136"
"DB12520","Immunoproteins","D007162"
"DB12520","Proteins","D011506"
"DB12520","Serum Globulins","D012712"
"DB12521","Noxae","D009676"
"DB12521","Polymers","D011108"
"DB12521","Pyrrolidines","D011759"
"DB12521","Teratogens","D013723"
"DB12521","Toxic Actions","D004786"
"DB12523","Antihistamines for Systemic Use",NA
"DB12523","Histamine Agents","D018494"
"DB12523","Histamine Antagonists","D006633"
"DB12523","Histamine H1 Antagonists","D006634"
"DB12523","Histamine H1 Antagonists, Non-Sedating","D039563"
"DB12523","Moderate Risk QTc-Prolonging Agents",NA
"DB12523","Neurotransmitter Agents","D018377"
"DB12523","QTc Prolonging Agents",NA
"DB12524","Acids, Carbocyclic","D000146"
"DB12524","Amides","D000577"
"DB12524","Benzene Derivatives","D001555"
"DB12524","Benzoates","D001565"
"DB12525","Adjuvants, Immunologic","D000276"
"DB12525","Amino Acids, Peptides, and Proteins","D000602"
"DB12525","Antineoplastic Agents","D000970"
"DB12525","Antineoplastic and Immunomodulating Agents",NA
"DB12525","Biological Factors","D001685"
"DB12525","Carbohydrates","D002241"
"DB12525","Colony-Stimulating Factors","D003115"
"DB12525","Cytokines","D016207"
"DB12525","Glycoconjugates","D006001"
"DB12525","Glycoproteins","D006023"
"DB12525","Hematopoietic Cell Growth Factors","D016298"
"DB12525","Intercellular Signaling Peptides and Proteins","D036341"
"DB12525","Peptides","D010455"
"DB12525","Proteins","D011506"
"DB12527","Aza Compounds","D001372"
"DB12530","Amino Acids, Peptides, and Proteins","D000602"
"DB12530","Antibodies","D000906"
"DB12530","Antibodies, Monoclonal","D000911"
"DB12530","Blood Proteins","D001798"
"DB12530","Globulins","D005916"
"DB12530","Immunoglobulins","D007136"
"DB12530","Immunoproteins","D007162"
"DB12530","Proteins","D011506"
"DB12530","Serum Globulins","D012712"
"DB12531","Anti-HIV Agents","D019380"
"DB12531","Anti-Infective Agents","D000890"
"DB12531","Anti-Retroviral Agents","D044966"
"DB12531","Antiviral Agents","D000998"
"DB12531","Cytochrome P-450 CYP1A2 Substrates",NA
"DB12531","Enzyme Inhibitors","D004791"
"DB12531","Nucleic Acid Synthesis Inhibitors","D019384"
"DB12531","Purines","D011687"
"DB12531","Purinones","D011688"
"DB12531","Reverse Transcriptase Inhibitors","D018894"
"DB12531","Xanthine derivatives","D013806"
"DB12532","Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use",NA
"DB12532","Anesthetics","D000777"
"DB12532","Anesthetics, Local","D000779"
"DB12532","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB12532","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB12532","Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)",NA
"DB12532","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB12532","Vasoprotectives",NA
"DB12534","Amino Acids, Peptides, and Proteins","D000602"
"DB12534","Antibodies","D000906"
"DB12534","Blood Proteins","D001798"
"DB12534","Globulins","D005916"
"DB12534","Immunoglobulins","D007136"
"DB12534","Immunoproteins","D007162"
"DB12534","Proteins","D011506"
"DB12534","Serum Globulins","D012712"
"DB12536","Amino Sugars","D000606"
"DB12536","Carbohydrates","D002241"
"DB12537","Benzazepines","D001552"
"DB12537","Benzodiazepines and benzodiazepine derivatives","D001569"
"DB12537","Central Nervous System Depressants","D002492"
"DB12537","Cytochrome P-450 CYP3A Substrates",NA
"DB12537","Cytochrome P-450 CYP3A4 Substrates",NA
"DB12537","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB12538","Amino Acids, Peptides, and Proteins","D000602"
"DB12538","Anti-Asthmatic Agents","D018927"
"DB12538","Autonomic Agents","D001337"
"DB12538","Bronchodilator Agents","D001993"
"DB12538","Peptides","D010455"
"DB12538","Peripheral Nervous System Agents","D018373"
"DB12538","Receptors, Tachykinin, antagonists & inhibitors",NA
"DB12538","Respiratory System Agents","D019141"
"DB12539","Anthelmintics","D000871"
"DB12539","Anti-Infective Agents","D000890"
"DB12539","Anticarcinogenic Agents","D016588"
"DB12539","Antineoplastic Agents","D000970"
"DB12539","Antiparasitic Agents","D000977"
"DB12539","Antiplatyhelmintic Agents","D000980"
