"primary_key","synonym_Synonyms","language_Synonyms","coder_Synonyms"
"DB11191","Coenzyme B-12","english",NA
"DB11191","Coenzyme B12","english",NA
"DB11191","Vitamin B12 coenzyme","english",NA
"DB11192","(2R,3S)-2,3,4-trihydroxy-butanoic acid","english",NA
"DB11192","L-threonate","english",NA
"DB11192","L-threonic acid","english",NA
"DB11192","Threonate","english",NA
"DB11193","Papaína","spanish",NA
"DB11195","D-Xylitol","english",NA
"DB11197","Ferrous cysteine glycinate chelate (1:2:1)","english",NA
"DB11198","English black mint oil","english",NA
"DB11198","Mentha crispa oil","english",NA
"DB11198","Mentha dumetorum oil","english",NA
"DB11198","Mentha piperita (peppermint) leaf water","english",NA
"DB11198","Mentha piperita (peppermint) oil","english",NA
"DB11198","Mentha piperita flowering top oil","english",NA
"DB11198","Mentha piperita oil","english",NA
"DB11198","Mentha X piperita oil","english",NA
"DB11198","Menthae piperitae aetheroleum","english",NA
"DB11198","Oil of peppermint","english",NA
"DB11198","Pepermint oil","english",NA
"DB11198","Peppermint american far west bulked","english",NA
"DB11198","Peppermint american willamette natural","english",NA
"DB11198","Peppermint flowering top oil","english",NA
"DB11198","Peppermint indian rectified","english",NA
"DB11198","Peppermint oil america","english",NA
"DB11198","Peppermint oil mongolia","english",NA
"DB11198","Peppermint oil yakima","english",NA
"DB11198","Peppermint volatile oil","english",NA
"DB11200","Aluminium zirconium octachlorohydrex gly","english",NA
"DB11200","Aluminium zirconium octachlorohydrex glycine complex","english",NA
"DB11200","Aluminum zirconium octachlorohydrex glycine complex","english",NA
"DB11201","1-Menthyl salicylate","english",NA
"DB11201","Menthyl salicylate, (+/-)-","english",NA
"DB11202","N-alkyl ethylbenzyl dimethyl ammonium (C12-C14) cation","english",NA
"DB11203","Bor","german",NA
"DB11203","Boracium","latin",NA
"DB11203","Bore","french",NA
"DB11203","Boro","spanish",NA
"DB11204","DL-panthenol","english",NA
"DB11204","DL-Pantothenol","english",NA
"DB11204","Pantenol","spanish",NA
"DB11204","Panthenol","english","inn/usan"
"DB11204","Panthenolum","latin",NA
"DB11205","Alcloxa","english","inn/usan"
"DB11205","Alcloxum","latin",NA
"DB11205","Aluminium chlorohydroxyallantoinate","english",NA
"DB11205","Aluminum chlorhydroxy allantoinate","english",NA
"DB11205","Aluminum chlorohydroxy allantoinate","english",NA
"DB11205","Chlorhydroxyaluminum allantoinate","english",NA
"DB11205","Dialuminum tetrahydroxychloro allantoinate","english",NA
"DB11206","Bemotrizinol","english","inn/usan"
"DB11206","BEMT","english",NA
"DB11207","3-(4-Methoxyphenyl)-2-propenoic acid, 3-methylbutyl ester","english",NA
"DB11207","Amiloxate","english","inn/usan"
"DB11207","Isoamyl p-methoxycinnamate","english",NA
"DB11207","Isoamyl-p-methoxycinnamate","english",NA
"DB11217","4-Hydroxyphenyl-beta-D-glucopyranoside","english",NA
"DB11217","beta-Arbutin","english",NA
"DB11217","hydroquinone O-ß-D-glucopyranoside","english",NA
"DB11217","Hydroquinone-O-beta-D-glucopyranoside","english",NA
"DB11217","p-hydroxyphenyl ß-D-glucopyranoside","english",NA
"DB11217","p-hydroxyphenyl ß-D-glucoside","english",NA
"DB11218","melaleuca oil","english",NA
"DB11218","ti tree oil","english",NA
"DB11219","(+/-)-3-(p-methylbenzylidene)camphor","english",NA
"DB11219","3-(4-methylbenzylidene)camphor","english",NA
"DB11219","3-(p-Methylbenzylidene)-DL-camphor","english",NA
"DB11219","4-MBC","english",NA
"DB11219","4-methylbenzylidene camphor","english",NA
"DB11219","enzacamène","french",NA
"DB11219","Enzacamene","english","inn/usan"
"DB11219","Enzacamene D-L form","english",NA
"DB11219","enzacameno","spanish",NA
"DB11219","enzacamenum","latin",NA
"DB11219","Methyl benzylidene camphor","english",NA
"DB11220","1-Octacosanol","english",NA
"DB11220","cluytyl alcohol","english",NA
"DB11220","montanyl alcohol","english",NA
"DB11220","n-octacosanol","english",NA
"DB11220","Octacosanol","english",NA
"DB11220","Octacosyl alcohol","english",NA
"DB11221","2,2'-Dihydroxy-4-methoxybenzophenone","english",NA
"DB11221","Dioxybenzone","english","inn/usan"
"DB11222","Benzoin absolute","english",NA
"DB11222","Benzoin resin, unspecified","english",NA
"DB11222","Benzoin tincture, compound","english",NA
"DB11222","Gum benzoin","english",NA
"DB11222","Gum benzoin tincture","english",NA
"DB11222","Gum sumatra","english",NA
"DB11223","bálsamo de Tolu","spanish",NA
"DB11223","Balsamum tolutanum","english",NA
"DB11223","Myroxylon balsamum (balsam tolu) resin","english",NA
"DB11223","Myroxylon toluiferum resin","english",NA
"DB11223","Opobalsam resin","english",NA
"DB11223","Resin tolu","english",NA
"DB11224","American storax","english",NA
"DB11224","American sweetgum gum","english",NA
"DB11224","Liquidambar macrophylla resin","english",NA
"DB11224","Liquidambar styraciflua resin","english",NA
"DB11224","Redgum gum","english",NA
"DB11224","Styrax gum (liquidambar styraciflua)","english",NA
"DB11224","Sweet gum","english",NA
"DB11227","Thermus thermophilus ferment","english",NA
"DB11227","Thermus thermophilus lysate","english",NA
"DB11227","Venuceane","english",NA
"DB11228","Cellulose methyl","english",NA
"DB11228","cellulose methyl ether","english",NA
"DB11228","Cellulose methylate","english",NA
"DB11228","Methyl cellulose","english",NA
"DB11228","methylated cellulose","english",NA
"DB11228","Methylcellulose","english","inn"
"DB11228","Methylcellulosum","latin","inn"
"DB11228","Metilcelulosa","spanish","inn"
"DB11229","Padimate","english",NA
"DB11229","Padimate A","english","usan"
"DB11230","Aluminii magnesii silicas","latin",NA
"DB11230","Aluminium magnesium silicate","english",NA
"DB11230","Aluminium magnesium silicate hydrate","english",NA
"DB11230","Aluminium magnesium silicate polyhydrate","english",NA
"DB11230","Aluminum magnesium silicate","english",NA
"DB11230","Magnesium aluminium silicate","english",NA
"DB11230","Magnesium aluminium silicate hydrate","english",NA
"DB11230","Magnesium aluminum silicate hydrate","english",NA
"DB11232","Pentavitin","english",NA
"DB11233","2-hydroxy-1,2,3-propanetricarboxylic acid silver salt","english",NA
"DB11233","Trisilver citrate","english",NA
"DB11234","Chitosan medium molecular weight (200-800 mpa.s)","english",NA
"DB11234","Poliglusam","english","inn/usan"
"DB11235","neohetramine","english",NA
"DB11235","Thonzylamine","english","inn"
"DB11236","Macrogol 3500","english",NA
"DB11236","PEG 3500","english",NA
"DB11236","PEG-80","english",NA
"DB11236","Polyethylene glycol 3500","english",NA
"DB11237","Tripsina","spanish",NA
"DB11238","Borago officinalis","english",NA
"DB11239","Aluminium sulfate","english",NA
"DB11239","Aluminium sulfate anhydrous","english",NA
"DB11239","Aluminum sulfate anhydrous","english",NA
"DB11239","Aluminum sulphate anhydrous","english",NA
"DB11239","Dialuminum sulfate","english",NA
"DB11239","Dialuminum trisulfate","english",NA
"DB11242","Gelatin, unspecified","english",NA
"DB11242","Gelatina","spanish",NA
"DB11242","Gelatine","english",NA
"DB11247","Black elder flowering top","english",NA
"DB11247","European black elderberry flowering top","english",NA
"DB11247","European elder flowering top","english",NA
"DB11247","Sambucus nigra","english","inn"
"DB11250","Geleol mono and diglycerides","english",NA
"DB11250","Glycerin monostearate","english",NA
"DB11250","Glycerol monostearate","english",NA
"DB11250","Glyceroli monostearas","latin",NA
"DB11250","Glyceryl monooctadecanoate","english",NA
"DB11250","Glyceryl monopalmitostearate","english",NA
"DB11250","Glyceryl stearate","english",NA
"DB11250","Monoglyceryl stearate","english",NA
"DB11250","Monostearate (glyceride)","english",NA
"DB11250","Monostearin","english",NA
"DB11250","Stearic acid, monoester with glycerol","english",NA
"DB11250","Stearoylglycerol","english",NA
"DB11251","Methyltocols","english",NA
"DB11251","tocoferol","spanish",NA
"DB11251","tocoferoles","spanish",NA
"DB11251","tocophérol","french",NA
"DB11251","Tocopherols","english",NA
"DB11254","4-hexyl-1,3-benzenediol","english",NA
"DB11254","4-hexylresorcinol","english",NA
"DB11255","Chromium(III) picolinate","english",NA
"DB11256","(6S)-5-methyltetrahydrofolate","english",NA
"DB11256","(6S)-5-Methyltetrahydrofolic acid","english",NA
"DB11256","(6S)-5-MTHF","english",NA
"DB11256","5-methyl-(6S)-tetrahydrofolic acid","english",NA
"DB11256","L-5-methyltetrahydrofolate","english",NA
"DB11256","L-5-MTHF","english",NA
"DB11256","L-methylfolate","english",NA
"DB11256","Levomefolate","english",NA
"DB11256","Levomefolic acid","english","inn/usan"
"DB11256","LMSR","english",NA
"DB11256","N-[4-[[[(6S)-2-Amino-3,4,5,6,7,8-hexahydro-5-methyl-4-oxo-6-pteridinyl]methyl]amino]benzoyl]-L-glutamic acid","english",NA
"DB11259","3',5,7-trihydroxy-4'-methoxyflavone","english",NA
"DB11259","5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-benzopyrone","english",NA
"DB11259","Luteolin 4'-methyl ether","english",NA
"DB11259","Salinigricoflavonol","english",NA
"DB11261","Atractylodes lancea root extract","english",NA
"DB11262","Bisoctrizole","english","inn/usan"
"DB11262","MBBT","english",NA
"DB11263","3,4',5-trihydroxystilbene-3-ß-d-glucoside","english",NA
"DB11263","resveratrol-3-O-b-mono-D-glucoside","english",NA
"DB11264","1,2,3-Propanetriol, mono(dihydrogen phosphate) calcium salt","english",NA
"DB11264","1,2,3-Propanetriol, mono(dihydrogen phosphate), calcium salt","english",NA
"DB11264","Calcium beta-glycerophosphate","english",NA
"DB11264","calcium ß-glycerophosphate","english",NA
"DB11264","ß-glycerophosphoric acid calcium salt","english",NA
"DB11265","Curcuma xanthorrhiza root oil","english",NA
"DB11265","Curcuma xanthorrhiza volatile oil","english",NA
"DB11265","Curcuma zanthorrhiza oil","english",NA
"DB11265","Curcuma zanthorrhiza root oil","english",NA
"DB11265","Temu lawak oil","english",NA
"DB11266","bay salt","english",NA
"DB11267","Caprylyltriethoxysilane","english",NA
"DB11267","n-Octyltriethoxysilane","english",NA
"DB11267","Octyl(triethoxy)silane","english",NA
"DB11267","Octyltriethoxysilane","english",NA
"DB11267","Triethoxyoctylsilane","english",NA
"DB11268","3,4-dihydroxybenzaldehyde","english","iupac"
"DB11268","protocatechuic aldehyde","english",NA
"DB11268","Rancinamycin IV","english",NA
"DB11269","Hexyl 2-(4-(diethylamino)-2-hydroxybenzoyl)benzoate","english",NA
"DB11271","Diethylbenzylidene malonate dimethicone","english",NA
"DB11271","Diethylmalonylbenzylidene oxypropene dimethicone","english",NA
"DB11271","Dimethicodiethylbenzalmalonate","english",NA
"DB11273","9,10-dihydroergocornine","english",NA
"DB11273","Dihydroergocornine","english",NA
"DB11274","9,10-dihydro-a-ergocryptine","english",NA
"DB11274","alpha-Dihydroergocriptine","english",NA
"DB11274","dihydro-a-ergocryptine","english",NA
"DB11274","a-dihydroergocryptine","english",NA
"DB11275","dihydro-beta-ergocryptine","english",NA
"DB11275","Epicriptina","spanish",NA
"DB11275","Epicriptine","english","inn"
"DB11275","Epicriptinum","latin",NA
"DB11275","Epicryptine","english",NA
"DB11278","(+/-)-Methylephedrine","english",NA
"DB11278","(+/-)-N-methylephedrine","english",NA
"DB11278","Methylephedrine, (+/-)-","english",NA
"DB11278","Methylephedrine, DL-","english",NA
"DB11278","N-methylephedrine DL-form","english",NA
"DB11279","Brilliant green ion","english",NA
"DB11279","Brilliant green, free form","english",NA
"DB11279","Brilliant green(1+)","english",NA
"DB11281","2,4-Dioxa-1,5-dibismapentane, 1,3,5-trioxo-","english",NA
"DB11281","Bismuth carbonate","english",NA
"DB11281","Bismuth oxycarbonate","english",NA
"DB11281","Bismuth subcarbonate","english","jan/usan/usp"
"DB11281","Bismuthyl carbonate","english",NA
"DB11282","3-methyl-N,N-diethylbenzamide","english",NA
"DB11282","DEET","english",NA
"DB11282","diethyl toluamide","english",NA
"DB11282","Diethyltoluamide","english","inn"
"DB11282","diéthyltoluamide","french","inn"
"DB11282","diethyltoluamidum","latin","inn"
"DB11282","dietiltoluamida","spanish","inn"
"DB11282","N,N-diethyl-m-toluamide","english",NA
"DB11283","dimyristoyl phosphatidylcholine","english",NA
"DB11283","dimyristoyl-phosphatidylcholine","english",NA
"DB11283","Dimyristoylphosphatidylcholine","english",NA
"DB11283","Dimyristoylphosphatidylcholine, DL-","english",NA
"DB11283","DMPC","english",NA
"DB11283","l-a-dimyristoylphosphatidylcholine","english",NA
"DB11284","Dimyristoylphosphatidylglycerol","english",NA
"DB11284","DMPG","english",NA
"DB11285","Ethyl 4'-hydroxy-3'-methoxycinnamate","english",NA
"DB11286","Avena Sativa (oat) kernel flour","english",NA
"DB11286","Avena Sativa (oat) kernel meal","english",NA
"DB11286","Avena Sativa (oat) meal extract","english",NA
"DB11286","Avena Sativa Grain Hulled","english",NA
"DB11286","Avena Sativa Groats","english",NA
"DB11286","Oat flour","english",NA
"DB11286","Oat Grain Hulled","english",NA
"DB11286","Oat Kernel Flour","english",NA
"DB11286","Oat Kernel Meal","english",NA
"DB11286","Oat meal extract","english",NA
"DB11286","Oatmeal","english",NA
"DB11286","Oatmeal Powder","english",NA
"DB11286","Oatmeal, colloidal","english",NA
"DB11286","Oatmeal,colloidal","english",NA
"DB11288","Borneo camphor","english",NA
"DB11288","Bornyl alcohol","english",NA
"DB11288","endo-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol","english",NA
"DB11288","endo-2-bornanol","english",NA
"DB11288","endo-2-camphanol","english",NA
"DB11288","endo-2-hydroxycamphane","english",NA
"DB11288","Sumatra camphor","english",NA
"DB11289","Methicone","english",NA
"DB11290","Aluminium stearate","english","inn"
"DB11290","Aluminum stearate","english",NA
"DB11290","Aluminum(III) stearate","english",NA
"DB11291","2-Ethyl-1-hexanol benzoate","english",NA
"DB11291","Ethylhexyl benzoate","english",NA
"DB11296","GHK","english",NA
"DB11296","Gly-His-Lys","english",NA
"DB11296","Glycyl-L-histidyl-L-lysine","english",NA
"DB11296","Glycylhistidyllysine","english",NA
"DB11296","Growth-modulating peptide (human)","english",NA
"DB11296","Liver cell growth factor","english",NA
"DB11296","Tripeptide-1","english",NA
"DB11297","Palmitoyl oligopeptide","english",NA
"DB11297","Palmitoyl tripeptide-1","english",NA
"DB11299","4-(Butoxymethyl)-2-methoxyphenol","english",NA
"DB11299","Butyl vanillyl ether","english",NA
"DB11300","coagulation factor II","english",NA
"DB11300","Thrombin bovine","english",NA
"DB11300","Thrombin, Topical (Bovine)","english",NA
"DB11304","1-Hydroxy-2-phenoxyethane","english",NA
"DB11304","2-Hydroxyethyl phenyl ether","english",NA
"DB11304","2-phenoxyethanol","english",NA
"DB11304","2-Phenoxyethyl alcohol","english",NA
"DB11304","beta-Hydroxyethyl phenyl ether","english",NA
"DB11304","Ethylene glycol monophenyl ether","english",NA
"DB11304","Phenoxytol","english",NA
"DB11304","Phenyl cellosolve","english",NA
"DB11304","Phenylmonoglycol ether","english",NA
"DB11305","Quaternium-18","english",NA
"DB11309","Acide sulfurique","french",NA
"DB11309","Acido sulfurico","spanish",NA
"DB11309","Acidum sulfuricum","latin",NA
"DB11309","Brimstone acid","english",NA
"DB11309","Dihydrogen sulfate","english",NA
"DB11309","Dihydrogen sulphate","english",NA
"DB11309","Schwefelsaeureloesungen","german",NA
"DB11309","Sulphuric acid","english",NA
"DB11309","Tetraoxosulfuric acid","english",NA
"DB11311","Coagulation factor II (human)","english",NA
"DB11311","Coagulation factor II human","english",NA
"DB11311","Factor II","english",NA
"DB11311","Factor II (prothrombin)","english","inn"
"DB11311","Human coagulation factor II","english",NA
"DB11312","autoprothrombin IIA","english",NA
"DB11312","blood coagulation factor XIV","english",NA
"DB11312","Human protein C","english",NA
"DB11312","Protein C (coagulation inhibitor)","english",NA
"DB11312","Protein C concentrate","english",NA
"DB11312","Protein C concentrate (human)","english",NA
"DB11312","Protein C concentrate human","english",NA
"DB11312","Protein C human","english",NA
"DB11313","Methyl phenyl polysiloxane","english",NA
"DB11313","Polyphenylmethyl siloxane","english",NA
"DB11315","Methylscopolamine","english","inn"
"DB11321","Cod-liver oil","english",NA
"DB11321","Gadus morhua liver oil","english",NA
"DB11321","Oils, cod liver","english",NA
"DB11321","Oleum morrhuae","english",NA
"DB11323","2-hydroxybenzoic acid 2-hydroxyethyl ester","english",NA
"DB11323","2-hydroxyethyl 2-oxidanylbenzoate","english",NA
"DB11323","2-hydroxyethyl salicylate","english",NA
"DB11323","ethylene glycol monosalicylate","english",NA
